10.2452/401-AH 0 LN-20020102013 0
10.2452/401-AH 0 LN-20020201064 0
10.2452/401-AH 0 LN-20020601039 0
10.2452/401-AH 0 LN-20020611130 0
10.2452/401-AH 0 LN-20020708028 0
10.2452/401-AH 0 LN-20020827033 0
10.2452/401-AH 0 LN-20021101129 0
10.2452/401-AH 0 LN-20021202054 0
10.2452/401-AH 0 LN-20021206065 0
10.2452/401-AH 0 LN-20021210058 0
10.2452/401-AH 0 MF-20020103035 0
10.2452/401-AH 0 MF-20020103163 0
10.2452/401-AH 0 MF-20020128180 0
10.2452/401-AH 0 MF-20020128181 0
10.2452/401-AH 0 MF-20020131198 0
10.2452/401-AH 0 MF-20020204166 0
10.2452/401-AH 0 MF-20020219191 0
10.2452/401-AH 0 MF-20020219194 0
10.2452/401-AH 0 MF-20020301283 0
10.2452/401-AH 0 MF-20020415196 0
10.2452/401-AH 0 MF-20020418184 0
10.2452/401-AH 0 MF-20020503330 0
10.2452/401-AH 0 MF-20020506329 0
10.2452/401-AH 0 MF-20020509193 0
10.2452/401-AH 0 MF-20020509203 0
10.2452/401-AH 0 MF-20020523193 0
10.2452/401-AH 0 MF-20020523194 0
10.2452/401-AH 0 MF-20020627222 0
10.2452/401-AH 0 MF-20020701217 0
10.2452/401-AH 0 MF-20020710198 0
10.2452/401-AH 0 MF-20020713049 0
10.2452/401-AH 0 MF-20020717189 0
10.2452/401-AH 0 MF-20020724205 0
10.2452/401-AH 0 MF-20020812221 0
10.2452/401-AH 0 MF-20020917282 0
10.2452/401-AH 0 MF-20020920324 0
10.2452/401-AH 0 MF-20020924311 0
10.2452/401-AH 0 MF-20020927142 0
10.2452/401-AH 0 MF-20020927342 0
10.2452/401-AH 0 MF-20021019005 0
10.2452/401-AH 0 MF-20021206376 0
10.2452/401-AH 0 MF-20021210119 0
10.2452/401-AH 0 MF-20021213091 0
10.2452/401-AH 0 MF-20021220598 0
10.2452/402-AH 0 LN-20020903038 0
10.2452/402-AH 0 LN-20021128063 0
10.2452/402-AH 0 MF-20020103482 0
10.2452/402-AH 0 MF-20020305295 0
10.2452/402-AH 0 MF-20020305408 0
10.2452/402-AH 0 MF-20020319387 0
10.2452/402-AH 0 MF-20020319581 0
10.2452/402-AH 0 MF-20020319650 0
10.2452/402-AH 0 MF-20020404296 0
10.2452/402-AH 0 MF-20020606177 0
10.2452/402-AH 0 MF-20020606205 0
10.2452/402-AH 0 MF-20020613114 0
10.2452/402-AH 0 MF-20020903130 0
10.2452/402-AH 0 MF-20020917497 0
10.2452/402-AH 0 MF-20020917823 0
10.2452/402-AH 0 MF-20020920042 0
10.2452/402-AH 0 MF-20021009659 0
10.2452/402-AH 0 MF-20021107263 0
10.2452/402-AH 0 MF-20021126427 0
10.2452/403-AH 0 LN-20020418073 0
10.2452/403-AH 0 LN-20021205076 0
10.2452/403-AH 0 MF-20020107244 0
10.2452/403-AH 0 MF-20020121249 0
10.2452/403-AH 0 MF-20020204068 0
10.2452/403-AH 0 MF-20020204233 0
10.2452/403-AH 0 MF-20020206409 0
10.2452/403-AH 0 MF-20020219282 0
10.2452/403-AH 0 MF-20020219511 0
10.2452/403-AH 0 MF-20020226215 0
10.2452/403-AH 0 MF-20020226623 0
10.2452/403-AH 0 MF-20020323295 0
10.2452/403-AH 0 MF-20020330382 0
10.2452/403-AH 0 MF-20020408230 0
10.2452/403-AH 0 MF-20020411098 0
10.2452/403-AH 0 MF-20020411390 0
10.2452/403-AH 0 MF-20020422069 0
10.2452/403-AH 0 MF-20020422071 0
10.2452/403-AH 0 MF-20020429275 0
10.2452/403-AH 0 MF-20020503407 0
10.2452/403-AH 0 MF-20020513227 0
10.2452/403-AH 0 MF-20020527076 0
10.2452/403-AH 0 MF-20020527078 0
10.2452/403-AH 0 MF-20020805097 0
10.2452/403-AH 0 MF-20020902307 0
10.2452/403-AH 0 MF-20020910084 0
10.2452/403-AH 0 MF-20020924213 0
10.2452/403-AH 0 MF-20021005308 0
10.2452/403-AH 0 MF-20021009260 0
10.2452/403-AH 0 MF-20021023035 0
10.2452/403-AH 0 MF-20021026649 0
10.2452/403-AH 0 MF-20021203770 0
10.2452/404-AH 0 LN-20020213037 0
10.2452/404-AH 0 LN-20020306016 0
10.2452/404-AH 0 LN-20020312014 0
10.2452/404-AH 0 LN-20020320014 0
10.2452/404-AH 0 LN-20020327013 0
10.2452/404-AH 0 LN-20020327014 0
10.2452/404-AH 0 LN-20020405115 0
10.2452/404-AH 0 LN-20020412109 0
10.2452/404-AH 0 LN-20020416012 0
10.2452/404-AH 0 LN-20020416036 0
10.2452/404-AH 0 LN-20020420022 0
10.2452/404-AH 0 LN-20020503006 0
10.2452/404-AH 0 LN-20020515014 0
10.2452/404-AH 0 LN-20020515031 0
10.2452/404-AH 0 LN-20020518034 0
